ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual,start_location,end_location,minutes_traveled,avg_speed_kmh,distance_meters
00002268949A0FFC,electric_bike,09:31.9,22:56.6,Campbell Ave & Augusta Blvd,410,Larrabee St & Oak St,KA1504000116,41.899578,-87.689497,41.900219,-87.642985,member,0xE6100000010CBD19355F25F344402B6C06B820EC55C0,0xE6100000010C711E4E603AF3444063B48EAA26E955C0,13,17.81543943,3860
0000233189BA39E3,electric_bike,29:52.0,42:11.0,NULL,NULL,Milwaukee Ave & Fullerton Ave,428,41.94,-87.72,41.924691,-87.70055,casual,0xE6100000010CB81E85EB51F84440AE47E17A14EE55C0,0xE6100000010CE9F351465CF644409FCDAACFD5EC55C0,13,10.81849483,2344
00002376582F1F10,electric_bike,45:03.8,59:17.9,NULL,NULL,Damen Ave & Chicago Ave,13132,41.91,-87.7,41.895769,-87.67722,casual,0xE6100000010C14AE47E17AF44440CDCCCCCCCCEC55C0,0xE6100000010CA4E2FF8EA8F244409E0C8E9257EB55C0,14,10.56001509,2464
00002447D8785F1C,classic_bike,49:17.0,17:36.0,Morgan St & Lake St*,chargingstx4,Broadway & Barry Ave,13137,41.885492,-87.652289,41.937582,-87.644098,member,0xE6100000010C506F46CD57F1444098A25C1ABFE955C0,0xE6100000010CBDA8DDAF02F84440D15AD1E638E955C0,28,12.48216069,5825
00002D407700C519,electric_bike,59:41.0,05:29.6,California Ave & Cortez St,17660,Troy St & North Ave,15653,41.900363,-87.696704,41.909769,-87.70528,casual,0xE6100000010CA4C343183FF3444083BF5FCC96EC55C0,0xE6100000010C12F5824F73F4444077A1B94E23ED55C0,6,12.64,1264
000033796795749E,electric_bike,43:58.5,56:50.7,Damen Ave & Thomas St (Augusta Blvd),TA1307000070,Franklin St & Lake St,TA1307000111,41.901356,-87.677547,41.885837,-87.6355,member,0xE6100000010CD50627A25FF3444030A017EE5CEB55C0,0xE6100000010C1B4B581B63F14440E9263108ACE855C0,13,17.96313219,3892
000033B708FAE6C1,classic_bike,46:13.4,51:58.2,Ashland Ave & Lake St,13073,Wood St & Chicago Ave,637,41.88592,-87.66717,41.895634,-87.672069,member,0xE6100000010CA86F99D365F14440D4B7CCE9B2EA55C0,0xE6100000010CC4978922A4F24440F2E9B12D03EB55C0,5,13.83605534,1153
000033F6D13D8A2B,electric_bike,33:17.0,36:44.0,Orleans St & Merchandise Mart Plaza,TA1305000022,NULL,NULL,41.888034,-87.637088,41.89,-87.64,member,0xE6100000010C37DE1D19ABF14440242BBF0CC6E855C0,0xE6100000010C52B81E85EBF14440295C8FC2F5E855C0,3,6.52,326
0000405C0447DF55,electric_bike,37:47.9,44:24.7,NULL,NULL,NULL,NULL,41.96,-87.71,41.95,-87.72,casual,0xE6100000010C7B14AE47E1FA44403D0AD7A370ED55C0,0xE6100000010C9A99999999F94440AE47E17A14EE55C0,7,11.88006789,1386
0000416965E7126A,electric_bike,02:07.0,14:33.0,NULL,NULL,Field Blvd & South Water St,15534,41.92,-87.63,41.886349,-87.617517,member,0xE6100000010CF6285C8FC2F54440B81E85EB51E855C0,0xE6100000010CD1EB4FE273F1444057EE056685E755C0,12,19.395,3879
000044E96B486CB8,electric_bike,47:49.1,50:45.1,Clarendon Ave & Gordon Ter,13379,NULL,NULL,41.957867,-87.649505,41.97,-87.65,member,0xE6100000010C7575C7629BFA4440AA656B7D91E955C0,0xE6100000010C5C8FC2F528FC44409A99999999E955C0,3,26.96,1348
00004C4C6E17E9D3,electric_bike,43:54.0,46:42.0,Shields Ave & 31st St,KA1503000038,NULL,NULL,41.838435,-87.635396,41.84,-87.63,member,0xE6100000010C2F698CD651EB44409700FC53AAE855C0,0xE6100000010CEC51B81E85EB4440B81E85EB51E855C0,3,9.62,481
00004CA8559469E9,classic_bike,57:10.8,10:48.7,Aberdeen St & Monroe St,13156,Kingsbury St & Kinzie St,KA1503000043,41.880419,-87.655519,41.889177,-87.638506,member,0xE6100000010C76E3DD91B1F0444006BAF605F4E955C0,0xE6100000010C7DAD4B8DD0F1444030134548DDE855C0,13,7.91540897,1715
00004E6D39E71EB4,classic_bike,01:26.0,05:49.0,Southport Ave & Wrightwood Ave,TA1307000113,Sheffield Ave & Fullerton Ave,TA1306000016,41.928773,-87.663913,41.925602,-87.653708,member,0xE6100000010C33349E08E2F64440E998F38C7DEA55C0,0xE6100000010C5C8E57207AF644408C48145AD6E955C0,4,13.75513755,917
00004F1155C77ECE,classic_bike,56:03.0,06:25.0,Clark St & Elm St,TA1307000039,Ashland Ave & Division St,13061,41.902973,-87.63128,41.90345,-87.667747,member,0xE6100000010CE415889E94F344409CA73AE466E855C0,0xE6100000010C1DC9E53FA4F3444023C0E95DBCEA55C0,10,18.15607262,3026
0000516BE7DBF9FE,classic_bike,09:04.8,30:26.0,Blue Island Ave & 18th St,13135,Wabash Ave & Roosevelt Rd,TA1305000002,41.857556,-87.661535,41.867227,-87.625961,member,0xE6100000010C8A3E1F65C4ED4440338AE59656EA55C0,0xE6100000010CA69A594B01EF444093E4B9BE0FE855C0,21,8.98,3143
00005761EBE7BF9C,classic_bike,55:14.4,09:32.3,Sedgwick St & Huron St,TA1307000062,Clark St & Ida B Wells Dr,TA1305000009,41.894666,-87.638437,41.875933,-87.630585,member,0xE6100000010CEC6B5D6A84F244409BE3DC26DCE855C0,0xE6100000010C5C3E92921EF04440481630815BE855C0,14,9.34287049,2180
00005ABAED10EF89,electric_bike,13:55.0,18:39.0,NULL,NULL,DuSable Lake Shore Dr & North Blvd,LF-005,41.92,-87.64,41.911722,-87.626804,member,0xE6100000010CF6285C8FC2F54440295C8FC2F5E855C0,0xE6100000010C9885764EB3F444402140868E1DE855C0,5,17.16006864,1430
00005EC09187627C,classic_bike,47:39.6,57:33.0,Wells St & Evergreen Ave,TA1308000049,Wells St & Randolph St,TA1305000030,41.906724,-87.63483,41.884295,-87.633963,member,0xE6100000010CC83F33880FF444404221020EA1E855C0,0xE6100000010C17821C9430F14440F0F78BD992E855C0,10,14.95205981,2492
000061B34F5A10A4,classic_bike,28:43.6,36:03.4,Larrabee St & Menomonee St,TA1306000007,Sheffield Ave & Webster Ave,TA1309000033,41.91468,-87.64332,41.92154,-87.653818,member,0xE6100000010C1327F73B14F544403737A6272CE955C0,0xE6100000010C59FAD005F5F5444050E27327D8E955C0,8,8.677521694,1157
00006251510B0307,classic_bike,23:45.8,28:21.4,Ravenswood Ave & Lawrence Ave,TA1309000066,Paulina St & Montrose Ave,TA1309000021,41.968445,-87.674226,41.961507,-87.671387,member,0xE6100000010CC47C7901F6FB44403A07CF8426EB55C0,0xE6100000010C02F04FA912FB444069FD2D01F8EA55C0,5,9.672038688,806
000062AC37B08ABE,classic_bike,18:40.8,27:35.3,DuSable Lake Shore Dr & Wellington Ave,TA1307000041,Pine Grove Ave & Waveland Ave,TA1307000150,41.936688,-87.636829,41.949473,-87.646453,member,0xE6100000010C1F477364E5F744403E096CCEC1E855C0,0xE6100000010CAEB7CD5488F94440AB59677C5FE955C0,9,10.86,1629
0000639BE4090C5A,classic_bike,59:33.9,03:54.4,Clybourn Ave & Division St,TA1307000115,Halsted St & Clybourn Ave,331,41.904613,-87.640552,41.909668,-87.648128,member,0xE6100000010CAA44D95BCAF34440CBD8D0CDFEE855C0,0xE6100000010CDF1B430070F44440CDE7DCED7AE955C0,4,12.64512645,843
00006CBA1F051C7C,classic_bike,23:44.6,30:16.8,Clinton St & Roosevelt Rd,WL-008,Clinton St & Tilden St,13037,41.867118,-87.641088,41.875885,-87.640795,casual,0xE6100000010CEFE2FDB8FDEE4440EA76F69507E955C0,0xE6100000010C4A07EBFF1CF044402E1C08C902E955C0,7,8.348619135,974
00006CC95E4CCEF4,electric_bike,11:41.4,17:32.1,Racine Ave & Fullerton Ave,TA1306000026,NULL,NULL,41.925566,-87.658416,41.92,-87.64,member,0xE6100000010C10255AF278F6444071CADC7C23EA55C0,0xE6100000010CF6285C8FC2F54440295C8FC2F5E855C0,6,16.48,1648
00007658222CBDF5,classic_bike,19:37.5,39:16.2,Canal St & Jackson Blvd,13138,Racine Ave & 18th St,13164,41.878125,-87.639968,41.858166,-87.656495,member,0xE6100000010C6666666666F04440239F573CF5E855C0,0xE6100000010C02452C62D8ED444034BF9A0304EA55C0,20,7.821007821,2607
000079B8D745D59E,electric_bike,54:12.3,00:34.3,Delano Ct & Roosevelt Rd,KA1706005007,May St & Taylor St,13160,41.867491,-87.63219,41.869478,-87.654238,member,0xE6100000010C8449F1F109EF4440EDB60BCD75E855C0,0xE6100000010CB64B1B0E4BEF44403B730F09DFE955C0,6,18.44,1844
00007E9949470660,electric_bike,09:15.6,17:08.6,Halsted St & Fulton St,23003,Dearborn Pkwy & Delaware Pl,TA1307000128,41.88678,-87.64803,41.898969,-87.629912,member,0xE6100000010C9A5FCD0182F14440EC34D25279E955C0,0xE6100000010C158F8B6A11F34440E9D66B7A50E855C0,8,15.17253793,2023
00007E9EDF280388,electric_bike,36:39.6,53:09.4,Kedzie Ave & Milwaukee Ave,13085,Wilton Ave & Diversey Pkwy,TA1306000014,41.929567,-87.707857,41.932418,-87.652705,member,0xE6100000010C6D382C0DFCF64440A94F72874DED55C0,0xE6100000010CD219187959F74440E23B31EBC5E955C0,17,16.18237198,4585
00007EA72314E5AB,electric_bike,51:49.1,56:24.4,Columbus Dr & Randolph St,13263,State St & Randolph St,TA1305000029,41.884728,-87.619521,41.884621,-87.627834,member,0xE6100000010C81ED60C43EF14440DB8B683BA6E755C0,0xE6100000010C6B2DCC423BF144404754A86E2EE855C0,5,8.28003312,690
00007F346D7EBA54,classic_bike,06:10.4,14:11.6,Clark St & Newport St,632,Clark St & Wrightwood Ave,TA1305000014,41.94454,-87.654678,41.929546,-87.643118,member,0xE6100000010CC6E1CCAFE6F8444049DA8D3EE6E955C0,0xE6100000010C5610035DFBF64440035E66D828E955C0,8,14.41503604,1922
000087F534C91CB5,classic_bike,28:54.6,34:42.0,Clark St & Lake St,KA1503000012,Canal St & Madison St,13341,41.886021,-87.630876,41.882409,-87.639767,casual,0xE6100000010CDC48D92269F1444034F5BA4560E855C0,0xE6100000010C195932C7F2F04440D88349F1F1E855C0,6,8.4,840
0000881FF662E7F9,classic_bike,30:03.1,35:37.3,Sheffield Ave & Fullerton Ave,TA1306000016,Lincoln Ave & Diversey Pkwy,TA1307000064,41.925602,-87.653708,41.932225,-87.658617,casual,0xE6100000010C5C8E57207AF644408C48145AD6E955C0,0xE6100000010CBEC1172653F74440BDE5EAC726EA55C0,5,10.09204037,841
00008C17758843FF,electric_bike,45:09.3,49:26.4,St. Louis Ave & Fullerton Ave,KA1504000090,Kedzie Ave & Milwaukee Ave,13085,41.924816,-87.714495,41.928999,-87.70803,member,0xE6100000010CA568E55E60F64440F4893C49BAED55C0,0xE6100000010C23827170E9F644408FA50F5D50ED55C0,4,10.6501065,710
00008F187F284A7F,electric_bike,08:13.0,25:10.8,Broadway & Argyle St,13108,NULL,NULL,41.97372,-87.659712,41.94,-87.67,casual,0xE6100000010C06BB61DBA2FC4440D731AEB838EA55C0,0xE6100000010CB81E85EB51F844407B14AE47E1EA55C0,17,13.55648654,3841
0000903D6B7C70CA,classic_bike,13:27.3,26:09.9,Ada St & Washington Blvd,13353,Western Ave & Monroe St,15667,41.88283,-87.661206,41.881425,-87.686632,member,0xE6100000010CBEF6CC9200F14440D17AF83251EA55C0,0xE6100000010C3B70CE88D2F04440C61858C7F1EB55C0,13,9.766183896,2116
0000925D38B7722C,electric_bike,41:10.4,02:10.1,NULL,NULL,NULL,NULL,41.94,-87.65,41.91,-87.66,casual,0xE6100000010CB81E85EB51F844409A99999999E955C0,0xE6100000010C14AE47E17AF444400AD7A3703DEA55C0,21,9.811428571,3434
000097FDF13755CE,classic_bike,15:23.0,21:23.0,McClurg Ct & Ohio St,TA1306000029,Sheffield Ave & Webster Ave,TA1309000033,41.892592,-87.617289,41.92154,-87.653818,casual,0xE6100000010CEB55647440F244408ECBB8A981E755C0,0xE6100000010C59FAD005F5F5444050E27327D8E955C0,126,2.104285714,4419
00009812CDCB8D3C,classic_bike,43:52.1,57:04.6,Burnham Harbor,15545,Federal St & Polk St,SL-008,41.857412,-87.613792,41.872078,-87.629544,member,0xE6100000010C569929ADBFED4440F9A23D5E48E755C0,0xE6100000010CD2C77C40A0EF444027D9EA724AE855C0,14,8.952869933,2089
00009C7061F12E71,classic_bike,47:15.7,06:46.4,Damen Ave & Sunnyside Ave,TA1309000012,Clark St & Bryn Mawr Ave,KA1504000151,41.96325,-87.679258,41.983593,-87.669154,casual,0xE6100000010C9EEFA7C64BFB4440F8E28BF678EB55C0,0xE6100000010C8AC91B60E6FD4440357F4C6BD3EA55C0,19,7.610542338,2410
00009E06AC9E8FF4,electric_bike,19:02.4,22:15.3,NULL,NULL,NULL,NULL,41.93,-87.66,41.92,-87.67,member,0xE6100000010CD7A3703D0AF744400AD7A3703DEA55C0,0xE6100000010CF6285C8FC2F544407B14AE47E1EA55C0,3,27.72,1386
0000A0D42B663F6C,electric_bike,03:22.4,10:06.4,St. Louis Ave & Balmoral Ave,KA1504000161,St Louis Ave & Foster Ave,23112,41.980394,-87.716115,41.975984,-87.715984,member,0xE6100000010CE998F38C7DFD4440344B02D4D4ED55C0,0xE6100000010CAAB5300BEDFC4440651D8EAED2ED55C0,7,4.200024,490
0000A44D4B58B8A0,classic_bike,52:37.0,08:48.0,Orleans St & Hubbard St,636,Dearborn St & Monroe St,TA1305000006,41.890028,-87.636618,41.88132,-87.629521,member,0xE6100000010C1C430070ECF14440E0826C59BEE855C0,0xE6100000010CC6A70018CFF044404BC972124AE855C0,16,4.245010613,1132
0000A7FAFB8C7D58,electric_bike,07:40.4,16:37.2,Leavitt St & Belmont Ave,KA17018068,Wilton Ave & Belmont Ave,TA1307000134,41.939354,-87.683282,41.940232,-87.652944,casual,0xE6100000010CF3AE7AC03CF8444083FC6CE4BAEB55C0,0xE6100000010C8B53AD8559F84440A587A1D5C9E955C0,9,16.78666667,2518
0000AB54F17D5D26,classic_bike,34:06.0,38:42.0,Woodlawn Ave & 58th St,22002,Kimbark Ave & 53rd St,TA1309000037,41.789381,-87.596479,41.799568,-87.594747,member,0xE6100000010CB98AC56F0AE544400D7041B62CE655C0,0xE6100000010CCD76853E58E644403999B85510E655C0,4,17.11517115,1141
0000AD4F2376F4C3,electric_bike,33:29.7,48:47.8,NULL,NULL,NULL,NULL,41.94,-87.66,41.91,-87.64,casual,0xE6100000010CB81E85EB51F844400AD7A3703DEA55C0,0xE6100000010C14AE47E17AF44440295C8FC2F5E855C0,15,14.888,3722
0000AEE6A928FBB7,classic_bike,06:40.5,51:55.1,Broadway & Wilson Ave,13074,Sheridan Rd & Lawrence Ave,TA1309000041,41.965221,-87.658139,41.969517,-87.654691,casual,0xE6100000010CCA349A5C8CFB4440384E0AF31EEA55C0,0xE6100000010C41F50F2219FC4440137F1475E6E955C0,105,0.317714286,556
0000B0AA568E63CB,classic_bike,21:42.2,29:15.0,MLK Jr Dr & 29th St,TA1307000139,State St & 35th St,TA1307000129,41.842052,-87.617,41.831036,-87.626798,member,0xE6100000010C05C4245CC8EB4440736891ED7CE755C0,0xE6100000010C3AE63C635FEA4440AFCC5B751DE855C0,8,11.01752754,1469
0000B8C63C09EDDB,classic_bike,20:34.8,26:37.6,Clinton St & Madison St,TA1305000032,Franklin St & Jackson Blvd,TA1305000025,41.882752,-87.64119,41.877708,-87.635321,casual,0xE6100000010C433D7D04FEF044406C21C84109E955C0,0xE6100000010C02B859BC58F04440925D6919A9E855C0,6,7.42,742
0000B905BAC4AD5D,electric_bike,08:26.7,26:33.6,NULL,NULL,Sheridan Rd & Montrose Ave,TA1307000107,42,-87.67,41.96167,-87.65464,member,0xE6100000010C00000000000045407B14AE47E1EA55C0,0xE6100000010CACC5A70018FB4440D2A92B9FE5E955C0,18,14.81333333,4444
0000B9E8F22A2C2F,classic_bike,47:26.3,54:06.9,Wells St & Walton St,TA1306000011,Halsted St & Clybourn Ave,331,41.89993,-87.63443,41.909668,-87.648128,member,0xE6100000010C3A58FFE730F344407B6649809AE855C0,0xE6100000010CDF1B430070F44440CDE7DCED7AE955C0,7,13.44864828,1569
0000BB813C8D3183,classic_bike,10:55.0,18:54.0,Montrose Harbor,TA1308000012,Montrose Harbor,TA1308000012,41.963982,-87.638181,41.963982,-87.638181,casual,0xE6100000010C62F71DC363FB44406EFB1EF5D7E855C0,0xE6100000010C62F71DC363FB44406EFB1EF5D7E855C0,8,0,0
0000C1874B01628D,classic_bike,06:54.0,33:14.0,Wilton Ave & Belmont Ave,TA1307000134,Wells St & Concord Ln,TA1308000050,41.940232,-87.652944,41.912133,-87.634656,casual,0xE6100000010C8B53AD8559F84440A587A1D5C9E955C0,0xE6100000010C1A4D2EC6C0F44440740D33349EE855C0,27,7.711111111,3470
0000C1A3027C01ED,electric_bike,37:34.9,53:11.7,NULL,NULL,St. Clair St & Erie St,13016,41.93,-87.66,41.894345,-87.622798,member,0xE6100000010CD7A3703D0AF744400AD7A3703DEA55C0,0xE6100000010CAA2B9FE579F24440E98024ECDBE755C0,16,18.82879707,5021
0000C3382290D067,electric_bike,12:48.7,16:50.7,Delano Ct & Roosevelt Rd,KA1706005007,Wabash Ave & Roosevelt Rd,TA1305000002,41.867458,-87.632278,41.867227,-87.625961,casual,0xE6100000010CA8531EDD08EF4440BDFE243E77E855C0,0xE6100000010CA69A594B01EF444093E4B9BE0FE855C0,4,7.875078751,525
0000C9AA5E124BAB,electric_bike,07:37.9,28:05.3,NULL,NULL,Halsted St & 21st St,13162,41.92,-87.66,41.85378,-87.646603,member,0xE6100000010CF6285C8FC2F544400AD7A3703DEA55C0,0xE6100000010C4CFDBCA948ED4440B69F8CF161E955C0,21,21.25428571,7439
0000C9ADE5F31C27,classic_bike,16:10.8,09:07.3,Sheridan Rd & Montrose Ave,TA1307000107,Fairbanks Ct & Grand Ave,TA1305000003,41.96167,-87.65464,41.891847,-87.62058,casual,0xE6100000010CACC5A70018FB4440D2A92B9FE5E955C0,0xE6100000010C9204E10A28F244404F232D95B7E755C0,53,9.344154469,8254
0000CA1A3F48D619,classic_bike,21:05.0,27:48.0,Damen Ave & Cortland St,13133,Wood St & Milwaukee Ave,13221,41.915983,-87.677335,41.907655,-87.672552,casual,0xE6100000010C925852EE3EF54440EA5BE67459EB55C0,0xE6100000010C8386FE092EF4444000378B170BEB55C0,6,10.07,1007
0000CA34A7F8D228,electric_bike,11:55.4,15:05.5,Clark St & Bryn Mawr Ave,KA1504000151,Clark St & Elmdale Ave,KA1504000148,41.983593,-87.669154,41.99086,-87.669724,member,0xE6100000010C8AC91B60E6FD4440357F4C6BD3EA55C0,0xE6100000010C10751F80D4FE44402A560DC2DCEA55C0,4,12.13512135,809
0000CEAA351FED17,electric_bike,52:15.8,18:36.1,Streeter Dr & Grand Ave,13022,Damen Ave & Cortland St,13133,41.892278,-87.612043,41.915983,-87.677335,member,0xE6100000010C5B785E2A36F24440BA2F67B62BE755C0,0xE6100000010C925852EE3EF54440EA5BE67459EB55C0,26,13.90154916,6024
0000D0E369788F4D,classic_bike,46:18.3,21:26.6,Streeter Dr & Grand Ave,13022,Ritchie Ct & Banks St,KA1504000134,41.892278,-87.612043,41.906866,-87.626217,casual,0xE6100000010C5B785E2A36F24440BA2F67B62BE755C0,0xE6100000010C5BED612F14F44440C0CC77F013E855C0,35,3.432001961,2002
0000D1CFE61C3472,electric_bike,57:45.0,25:59.0,Michigan Ave & Washington St,13001,State St & Randolph St,TA1305000029,41.884158,-87.624458,41.884621,-87.627834,member,0xE6100000010C963FDF162CF1444070EEAF1EF7E755C0,0xE6100000010C6B2DCC423BF144404754A86E2EE855C0,28,0.610715158,285
0000D271D8C7095A,electric_scooter,15:37.1,32:25.3,NULL,NULL,N Southport Ave & W Newport Ave,20257,41.94,-87.66,41.944019,-87.663975,member,0xE6100000010CB81E85EB51F844400AD7A3703DEA55C0,0xE6100000010CBCE6559DD5F844402497FF907EEA55C0,17,1.958825834,555
0000D3D51587F5C9,classic_bike,24:24.5,36:03.7,Halsted St & Clybourn Ave,331,State St & Chicago Ave,21544,41.909668,-87.648128,41.896617,-87.628579,member,0xE6100000010CDF1B430070F44440CDE7DCED7AE955C0,0xE6100000010CD1048A58C4F24440F4FC69A33AE855C0,12,10.875,2175
0000D896C7518141,electric_scooter,09:33.8,18:11.3,NULL,NULL,900 W Harrison St,13028,41.85,-87.65,41.874754,-87.649807,member,0xE6100000010CCDCCCCCCCCEC44409A99999999E955C0,0xE6100000010CC90567F0F7EF44408F6D197096E955C0,9,18.32666667,2749
0000D8FCA976E491,electric_bike,47:16.8,52:36.2,Wood St & Milwaukee Ave,13221,Western Ave & Winnebago Ave,13068,41.907655,-87.672552,41.91552,-87.687022,member,0xE6100000010C8386FE092EF4444000378B170BEB55C0,0xE6100000010CBE6A65C22FF544407B681F2BF8EB55C0,5,17.82007128,1485
0000DA0D6F215438,classic_bike,36:25.1,39:39.6,Halsted St & Wrightwood Ave,TA1309000061,Wilton Ave & Diversey Pkwy,TA1306000014,41.929143,-87.649077,41.932418,-87.652705,member,0xE6100000010C57276728EEF644407EE5417A8AE955C0,0xE6100000010CD219187959F74440E23B31EBC5E955C0,3,9.44,472
0000DE1BB9C03273,electric_bike,56:08.0,07:33.0,NULL,NULL,NULL,NULL,41.89,-87.63,41.87,-87.64,member,0xE6100000010C52B81E85EBF14440B81E85EB51E855C0,0xE6100000010C8FC2F5285CEF4440295C8FC2F5E855C0,11,12.93275079,2371
0000DEA6F043D5C0,electric_bike,04:23.4,10:25.7,Streeter Dr & Grand Ave,13022,Wabash Ave & Grand Ave,TA1307000117,41.892278,-87.612043,41.891466,-87.626761,member,0xE6100000010C5B785E2A36F24440BA2F67B62BE755C0,0xE6100000010C7BBFD18E1BF24440215A2BDA1CE855C0,6,12.25,1225
0000DEAC4E6C1D78,electric_bike,22:20.3,32:42.7,Artesian Ave & Hubbard St,15664,Western Ave & Winnebago Ave,13068,41.8895,-87.688257,41.91552,-87.687022,casual,0xE6100000010C60E5D022DBF144408E8F16670CEC55C0,0xE6100000010CBE6A65C22FF544407B681F2BF8EB55C0,10,17.35206941,2892
0000DFAB129DA8CF,electric_bike,41:28.4,48:14.5,NULL,NULL,Lincoln Ave & Belle Plaine Ave,TA1309000026,41.97,-87.67,41.956004,-87.680161,member,0xE6100000010C5C8FC2F528FC44407B14AE47E1EA55C0,0xE6100000010C2F6CCD565EFA4440F0C000C287EB55C0,7,15.15437231,1768
0000DFD84C5A1E24,electric_bike,38:57.0,03:15.0,NULL,NULL,Stave St & Armitage Ave,13266,41.97,-87.67,41.917741,-87.691392,member,0xE6100000010C5C8FC2F528FC44407B14AE47E1EA55C0,0xE6100000010C63997E8978F54440D32D3BC43FEC55C0,25,14.56802331,6070
0000E0910F7C9928,classic_bike,16:10.8,34:14.9,Dusable Harbor,KA1503000064,Shedd Aquarium,15544,41.886976,-87.612813,41.867226,-87.615355,casual,0xE6100000010C1F2BF86D88F144401364045438E755C0,0xE6100000010CD61EF64201EF4440861BF0F961E755C0,18,7.346666667,2204
0000E29F50F444CF,classic_bike,05:04.9,11:13.5,Green St & Washington Blvd,13053,Elizabeth St & Fulton St,13197,41.883181,-87.648725,41.886827,-87.658937,casual,0xE6100000010C6BB933130CF144403FC6DCB584E955C0,0xE6100000010CDA1A118C83F14440F54718062CEA55C0,6,9.39,939
0000E30FDDD5FBF2,electric_bike,40:45.0,45:01.0,Wolcott Ave & Polk St,TA1309000064,Loomis St & Lexington St,13332,41.871443,-87.673705,41.872229,-87.661364,member,0xE6100000010C00AAB8718BEF4440B58993FB1DEB55C0,0xE6100000010CB7CF2A33A5EF44401DB0ABC953EA55C0,5,12.33604934,1028
0000E4C61245092C,classic_bike,06:55.0,57:19.2,Shedd Aquarium,15544,Mies van der Rohe Way & Chestnut St,15529,41.867226,-87.615355,41.898587,-87.621915,casual,0xE6100000010CD61EF64201EF4440861BF0F961E755C0,0xE6100000010C2DCE18E604F3444014799274CDE755C0,51,4.148235294,3526
0000E5815E522920,electric_bike,30:33.8,37:10.4,NULL,NULL,Broadway & Cornelia Ave,13278,41.94,-87.67,41.945529,-87.646439,member,0xE6100000010CB81E85EB51F844407B14AE47E1EA55C0,0xE6100000010CB535221807F94440F9F6AE415FE955C0,7,17.55438603,2048
